volume,plate,gould_latin,gould_english,modern_sci,birdnet_sci,birdnet_common,confidence,reason
V,31,Platycercus Brownii,Brown’s Parrakeet,Platycercus venustus,,,high,brownii = Northern Rosella; not in BirdNET
V,32,Platycercus pileatus,Red-capped Parrakeet,Purpureicephalus spurius,Purpureicephalus spurius,Red-capped Parrot,high,pileatus = Red-capped Parrot
V,33,Psephotus haematogaster,Crimson-bellied Parrakeet,Northiella haematogaster,Northiella haematogaster,Greater Bluebonnet,high,Bluebonnet
V,34,Psephotus pulcherrimus,Beautiful Parrakeet,Psephotellus pulcherrimus,,,high,Paradise Parrot (extinct); not in BirdNET
V,35,Psephotus multicolor,Many-coloured Parrakeet,Psephotus varius,Psephotus varius,Mulga Parrot,high,multicolor = Mulga Parrot; BirdNET files it as Psephotus varius
V,36,Psephotus haematonotus,Red-backed Parrakeet,Psephotus haematonotus,Psephotus haematonotus,Red-rumped Parrot,high,Red-rumped Parrot
V,37,Euphema chrysostoma,Blue-banded Grass-Parrakeet,Neophema chrysostoma,,,high,Blue-winged Parrot; not in BirdNET
V,38,Euphema elegans,Elegant Grass-Parrakeet,Neophema elegans,,,high,Elegant Parrot; not in BirdNET
V,39,Euphema aurantia,Orange-bellied Grass-Parrakeet,Neophema chrysogaster,,,high,aurantia = Orange-bellied Parrot; not in BirdNET
V,40,Euphema petrophila,Rock Grass-Parrakeet,Neophema petrophila,,,high,Rock Parrot; not in BirdNET
V,41,Euphema pulchella,Chestnut-shouldered Grass-Parrakeet,Neophema pulchella,Neophema pulchella,Turquoise Parrot,high,Turquoise Parrot
V,42,Euphema splendida,Splendid Grass-Parrakeet,Neophema splendida,,,high,Scarlet-chested Parrot; not in BirdNET
V,43,Euphema Bourkii,Bourke’s Grass-Parrakeet,Neopsephotus bourkii,,,high,Bourke's Parrot; not in BirdNET
V,44,Melopsittacus undulatus,Warbling Grass-Parrakeet,Melopsittacus undulatus,Melopsittacus undulatus,Budgerigar,high,Budgerigar
V,45,Nymphicus Novae-Hollandiae,Cockatoo Parrakeet,Nymphicus hollandicus,Nymphicus hollandicus,Cockatiel,high,Cockatiel
V,46,Pezoporus formosus,Ground Parrakeet,Pezoporus wallicus,Pezoporus wallicus,Ground Parrot,high,formosus = Eastern Ground Parrot
V,47,Lathamus discolor,Swift Lorikeet,Lathamus discolor,Lathamus discolor,Swift Parrot,high,Swift Parrot
V,48,Trichoglossus Swainsonii,Swainson's Lorikeet,Trichoglossus moluccanus,Trichoglossus moluccanus,Rainbow Lorikeet,high,swainsonii = Rainbow Lorikeet (BirdNET splits moluccanus from Coconut)
V,49,Trichoglossus rubritorquis,Red-collared Lorikeet,Trichoglossus rubritorquis,Trichoglossus rubritorquis,Red-collared Lorikeet,high,Red-collared Lorikeet
V,50,Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet,high,Scaly-breasted Lorikeet
V,51,Trichoglossus versicolor,Varied Lorikeet,Psitteuteles versicolor,,,high,Varied Lorikeet; not in BirdNET
V,52,Trichoglossus concinnus,Musky Lorikeet,Glossopsitta concinna,Glossopsitta concinna,Musk Lorikeet,high,Musk Lorikeet
V,53,Trichoglossus porphyrocephalus,Porphyry-crowned Lorikeet,Parvipsitta porphyrocephala,Parvipsitta porphyrocephala,Purple-crowned Lorikeet,high,Purple-crowned Lorikeet
V,54,Trichoglossus pusillus,Little Lorikeet,Parvipsitta pusilla,Parvipsitta pusilla,Little Lorikeet,high,Little Lorikeet
V,55,Ptilinopus Swainsonii,Swainson’s Fruit Pigeon,Ptilinopus regina,Ptilinopus regina,Rose-crowned Fruit-Dove,high,swainsonii = Rose-crowned Fruit-Dove
V,56,Ptilinopus Ewingii,Ewing’s Fruit Pigeon,Ptilinopus regina,Ptilinopus regina,Rose-crowned Fruit-Dove,high,ewingii = NW race of Rose-crowned Fruit-Dove
V,57,Ptilinopus superbus,Superb Fruit Pigeon,Ptilinopus superbus,Ptilinopus superbus,Superb Fruit-Dove,high,Superb Fruit-Dove
V,58,Carpophaga magnifica,Magnificent Fruit Pigeon,Ptilinopus magnificus,Ptilinopus magnificus,Wompoo Fruit-Dove,high,Carpophaga magnifica = Wompoo Fruit-Dove
V,59,Carpophaga leucomela,White-headed Fruit Pigeon,Columba leucomela,,,high,White-headed Pigeon; not in BirdNET
V,60,Carpophaga luctuosa,Torres Strait Fruit Pigeon,Ducula spilorrhoa,Ducula spilorrhoa,Torresian Imperial-Pigeon,high,TRAP: Gould's 'Carpophaga luctuosa' is the Torresian Imperial-Pigeon; Temminck's luctuosa is the Sulawesi White Imperial-Pigeon
V,61,Lopholaimus Antarcticus,Top-Knot Pigeon,Lopholaimus antarcticus,,,high,Topknot Pigeon; not in BirdNET
V,62,Chalcophaps chrysochlora,Little Green Pigeon,Chalcophaps longirostris,Chalcophaps longirostris,Pacific Emerald Dove,high,chrysochlora = Pacific Emerald Dove
V,63,Leucosarcia picata,Wonga-wonga Pigeon,Leucosarcia melanoleuca,Leucosarcia melanoleuca,Wonga Pigeon,high,picata = Wonga Pigeon
V,64,Peristera chalcoptera,Bronze-winged Pigeon,Phaps chalcoptera,Phaps chalcoptera,Common Bronzewing,high,Common Bronzewing
V,65,Peristera elegans,Brush Bronze-winged Pigeon,Phaps elegans,Phaps elegans,Brush Bronzewing,high,Brush Bronzewing
V,66,Peristera histrionica,Harlequin Bronzewing,Phaps histrionica,,,high,Flock Bronzewing; not in BirdNET
V,67,Geophaps scripta,Partridge Bronze-wing,Geophaps scripta,,,high,Squatter Pigeon; not in BirdNET
V,68,Geophaps Smithii,Smith’s Partridge Bronze-wing,Geophaps smithii,,,high,Partridge Pigeon; not in BirdNET
V,69,Geophaps plumifera,Plumed Partridge Bronze-wing,Geophaps plumifera,,,high,Spinifex Pigeon; not in BirdNET
V,70,Ocyphaps Lophotes,Crested Pigeon,Ocyphaps lophotes,Ocyphaps lophotes,Crested Pigeon,high,Crested Pigeon
V,71,Petrophassa albipennis,White-quilled Rock Dove,Petrophassa albipennis,,,high,White-quilled Rock-Pigeon; not in BirdNET
V,72,Geopelia humeralis,Barred-shouldered Ground Dove,Geopelia humeralis,Geopelia humeralis,Bar-shouldered Dove,high,Bar-shouldered Dove
V,73,Geopelia tranquilla,Peaceful Ground Dove,Geopelia placida,Geopelia placida,Peaceful Dove,high,tranquilla = Peaceful Dove
V,74,Geopelia cuneata,Graceful Ground Dove,Geopelia cuneata,,,high,Diamond Dove; not in BirdNET
V,75,Macropygia Phasianella,Pheasant-tailed Pigeon,Macropygia phasianella,Macropygia phasianella,Brown Cuckoo-Dove,high,Brown Cuckoo-Dove
V,76,Gnathodon strigirostris,Gnathodon,Didunculus strigirostris,,,high,Tooth-billed Pigeon (Samoa); not in BirdNET
V,77,Talegalla Lathami,Wattled Talegalla,Alectura lathami,Alectura lathami,Australian Brushturkey,high,Talegalla lathami = Australian Brushturkey
V,78,Leipoa ocellata,Ocellated Leipoa,Leipoa ocellata,,,high,Malleefowl; not in BirdNET
V,79,Megapodius Tumulus,Mound-raising Megapode,Megapodius reinwardt,Megapodius reinwardt,Orange-footed Scrubfowl,high,tumulus = Orange-footed Scrubfowl
V,80,Pedionomus torquatus,Collared Plain Wanderer,Pedionomus torquatus,,,high,Plains-wanderer; not in BirdNET
V,81,Hemipodius melanogaster,Black-breasted Hemipode,Turnix melanogaster,,,high,Black-breasted Buttonquail; not in BirdNET
V,82,Hemipodius varius,Varied Hemipode,Turnix varius,Turnix varius,Painted Buttonquail,high,Painted Buttonquail
V,83,Hemipodius scintillans,Sparkling Hemipode,Turnix varius,Turnix varius,Painted Buttonquail,high,scintillans Gould = Abrolhos race of Painted Buttonquail
V,84,Hemipodius melanotus,Black-backed Hemipode,Turnix maculosus,Turnix maculosus,Red-backed Buttonquail,medium,Hemipodius melanotus Gould = E Australian race of Red-backed Buttonquail (T. m. melanotus)
V,85,Hemipodius castanotus,Chestnut-backed Hemipode,Turnix castanotus,,,high,Chestnut-backed Buttonquail; not in BirdNET
V,86,Hemipodius pyrrhothorax,Red-chested Hemipode,Turnix pyrrhothorax,,,high,Red-chested Buttonquail; not in BirdNET
V,87,Hemipodius velox,Swift-flying Hemipode,Turnix velox,,,high,Little Buttonquail; not in BirdNET
V,88,Coturnix pectoralis,Pectoral Quail,Coturnix pectoralis,Coturnix pectoralis,Stubble Quail,high,Stubble Quail
V,89,Synoicus Australis,Australian Partridge,Synoicus ypsilophorus,Synoicus ypsilophorus,Brown Quail,high,australis = Brown Quail
V,90,Synoicus Diemenensis,Van Diemen’s Land Partridge,Synoicus ypsilophorus,Synoicus ypsilophorus,Brown Quail,high,diemenensis = Tasmanian Brown Quail
V,91,Synoicus sordidus,Sombre Partridge,Synoicus ypsilophorus,Synoicus ypsilophorus,Brown Quail,medium,sordidus Gould = S Australian Brown Quail form
V,92,Synoicus Chinensis,Chinese Quail,Synoicus chinensis,Synoicus chinensis,Blue-breasted Quail,high,"King Quail (BirdNET Blue-breasted Quail, lumped)"
VI,1,Dromaius Novae-Hollandiae,The Emu,Dromaius novaehollandiae,,,high,Emu; not in BirdNET
VI,2,Apteryx australis,Kiwi-kiwi,Apteryx australis,Apteryx mantelli,North Island Brown Kiwi,low,Gould's Apteryx australis drawn from New Zealand Company skins; Southern Brown Kiwi (not in BirdNET) unless the skins were North Island (A. mantelli)
VI,3,Apteryx Owenii,Owen's Apteryx,Apteryx owenii,,,high,Little Spotted Kiwi; not in BirdNET
VI,4,Otis australasianus,Australian Bustard,Ardeotis australis,,,high,Australian Bustard; not in BirdNET
VI,5,Oedicnemus grallarius,Southern Stone-Plover,Burhinus grallarius,Burhinus grallarius,Bush Thick-knee,high,Bush Thick-knee
VI,6,Esacus magnirostris,Large-billed Plover,Esacus magnirostris,Esacus magnirostris,Beach Thick-knee,high,Beach Thick-knee
VI,7,Haematopus longirostris,White-breasted Oyster-catcher,Haematopus longirostris,Haematopus longirostris,Pied Oystercatcher,high,Pied Oystercatcher
VI,8,Haematopus fuliginosus,Sooty Oyster-catcher,Haematopus fuliginosus,Haematopus fuliginosus,Sooty Oystercatcher,high,Sooty Oystercatcher
VI,9,Lobivanellus lobatus,Wattled Pewit,Vanellus miles,Vanellus miles,Masked Lapwing,high,lobatus = Masked Lapwing (novaehollandiae form)
VI,10,Lobivanellus personatus,Masked Pewit,Vanellus miles,Vanellus miles,Masked Lapwing,high,personatus = Masked Lapwing (N form)
VI,11,Sarciophorus pectoralis,Black-breasted Pewit,Vanellus tricolor,Vanellus tricolor,Banded Lapwing,high,Sarciophorus pectoralis = Banded Lapwing
VI,12,Squatarola helvetica,Grey Plover,Pluvialis squatarola,Pluvialis squatarola,Black-bellied Plover,high,helvetica = Grey (Black-bellied) Plover
VI,13,Charadrius xanthocheilus,Australian Golden Plover,Pluvialis fulva,Pluvialis fulva,Pacific Golden-Plover,high,xanthocheilus = Pacific Golden-Plover
VI,14,Charadrius veredus,Brown Plover,Charadrius veredus,Charadrius veredus,Oriental Plover,high,Oriental Plover
VI,15,Eudromias australis,Australian Dottrel,Peltohyas australis,,,high,Inland Dotterel; not in BirdNET
VI,16,Hiaticula bicincta,Double-banded Dottrel,Charadrius bicinctus,Charadrius bicinctus,Double-banded Plover,high,Double-banded Plover
VI,17,Hiaticula ruficapilla,Red-capped Dottrel,Charadrius ruficapillus,,,high,Red-capped Plover; not in BirdNET
VI,18,Hiaticula monacha,Hooded Dottrel,Thinornis cucullatus,,,high,monacha = Hooded Plover; not in BirdNET
VI,19,Hiaticula inornata,Allied Dottrel,Charadrius mongolus,Charadrius mongolus,Lesser Sand-Plover,low,"inornata Gould (Port Essington, Torres Strait; 'allied to Wilson's Plover', sexes of very different size) = a sand-plover, Lesser or Greater unresolved"
VI,20,Hiaticula nigrifrons,Black-fronted Dottrel,Elseyornis melanops,Elseyornis melanops,Black-fronted Dotterel,high,nigrifrons = Black-fronted Dotterel
VI,21,Erythrogonys cinctus,Banded Red Knee,Erythrogonys cinctus,,,high,Red-kneed Dotterel; not in BirdNET
VI,22,Glareola grallaria,Australian Pratincole,Stiltia isabella,,,high,grallaria = Australian Pratincole; not in BirdNET
VI,23,Glareola orientalis,Oriental Pratincole,Glareola maldivarum,Glareola maldivarum,Oriental Pratincole,high,orientalis = Oriental Pratincole
VI,24,Himantopus leucocephalus,White-headed Stilt,Himantopus leucocephalus,Himantopus leucocephalus,Pied Stilt,high,Pied Stilt
VI,25,Himantopus Novae-Zelandiae,New Zealand Stilt,Himantopus novaezelandiae,,,high,Black Stilt; not in BirdNET
VI,26,Cladorhynchus pectoralis,Banded Stilt,Cladorhynchus leucocephalus,,,high,pectoralis = Banded Stilt; not in BirdNET
VI,27,Recurvirostra rubricollis,Red-necked Avocet,Recurvirostra novaehollandiae,,,high,rubricollis = Red-necked Avocet; not in BirdNET
VI,28,Limosa melanuroides,Black-tailed Godwit,Limosa limosa,Limosa limosa,Black-tailed Godwit,high,melanuroides = E Asian race of Black-tailed Godwit
VI,29,Limosa uropygialis,Barred-rumped Godwit,Limosa lapponica,Limosa lapponica,Bar-tailed Godwit,high,uropygialis = Bar-tailed Godwit
VI,30,Schoeniclus australis,Australian Tringa,Calidris acuminata,Calidris acuminata,Sharp-tailed Sandpiper,high,Schoeniclus australis = Sharp-tailed Sandpiper
VI,31,Schoeniclus albescens,Little Sandpiper,Calidris ruficollis,Calidris ruficollis,Red-necked Stint,high,albescens = Red-necked Stint
VI,32,Schoeniclus subarquatus,Curlew Sandpiper,Calidris ferruginea,Calidris ferruginea,Curlew Sandpiper,high,subarquatus = Curlew Sandpiper
VI,33,Schoeniclus magnus,Great Sandpiper,Calidris tenuirostris,Calidris tenuirostris,Great Knot,high,Schoeniclus magnus Gould = Great Knot
VI,34,Terekia cinerea,Terek Godwit,Xenus cinereus,Xenus cinereus,Terek Sandpiper,high,Terek Sandpiper
VI,35,Actitis empusa,Fairy Sandpiper,Actitis hypoleucos,Actitis hypoleucos,Common Sandpiper,high,empusa Gould = Common Sandpiper
VI,36,Glottis glottoides,Australian Greenshank,Tringa nebularia,Tringa nebularia,Common Greenshank,high,glottoides = Common Greenshank
VI,37,Totanus stagnatilis,Marsh Sandpiper,Tringa stagnatilis,Tringa stagnatilis,Marsh Sandpiper,high,Marsh Sandpiper
VI,38,Totanus griseopygius,Grey-rumped Sandpiper,Tringa brevipes,Tringa brevipes,Gray-tailed Tattler,high,griseopygius = Grey-tailed Tattler
VI,39,Strepsilas interpres,Turnstone,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,high,Ruddy Turnstone
VI,40,Scolopax australis,New Holland Snipe,Gallinago hardwickii,Gallinago hardwickii,Latham's Snipe,high,Scolopax australis = Latham's Snipe
VI,41,Rhynchaea australis,Australian Rhynchaea,Rostratula australis,,,high,"Australian Painted-snipe; BirdNET has only Greater Painted-snipe (R. benghalensis), a split sister"
VI,42,Numenius australis,Australian Curlew,Numenius madagascariensis,Numenius madagascariensis,Far Eastern Curlew,high,australis = Far Eastern Curlew
VI,43,Numenius uropygialis,Australian Whimbrel,Numenius phaeopus,Numenius phaeopus,Whimbrel,high,uropygialis = Whimbrel (variegatus)
VI,44,Numenius minutus,Little Whimbrel,Numenius minutus,Numenius minutus,Little Curlew,high,Little Curlew
VI,45,Geronticus spinicollis,Straw-necked Ibis,Threskiornis spinicollis,,,high,Straw-necked Ibis; not in BirdNET
VI,46,Threskiornis strictipennis,White Ibis,Threskiornis molucca,Threskiornis molucca,Australian Ibis,high,strictipennis = Australian Ibis
VI,47,Falcinellus igneus,Glossy Ibis,Plegadis falcinellus,Plegadis falcinellus,Glossy Ibis,high,Glossy Ibis
VI,48,Grus australasianus,Australian Crane,Antigone rubicunda,Antigone rubicunda,Brolga,high,Grus australasianus = Brolga
VI,49,Platalea flavipes,Yellow-legged Spoonbill,Platalea flavipes,,,high,Yellow-billed Spoonbill; not in BirdNET
VI,50,Platalea regia,Royal Spoonbill,Platalea regia,,,high,Royal Spoonbill; not in BirdNET
VI,51,Mycteria australis,Australian Mycteria,Ephippiorhynchus asiaticus,,,high,Mycteria australis = Black-necked Stork; not in BirdNET
VI,52,Ardea pacifica,Pacific Heron,Ardea pacifica,,,high,Pacific (White-necked) Heron; not in BirdNET
VI,53,Ardea Novae-Hollandiae,White-fronted Heron,Egretta novaehollandiae,Egretta novaehollandiae,White-faced Heron,high,White-faced Heron
VI,54,Ardea rectirostris,Great-billed Heron,Ardea sumatrana,Ardea sumatrana,Great-billed Heron,high,rectirostris = Great-billed Heron
VI,55,Ardea leucophaea,Great Grey Heron,Ardea cinerea,Ardea cinerea,Gray Heron,medium,leucophaea Gould: a Grey Heron (Gould compares it to the Common Heron and cites Indian birds); an Australian vagrant at most
VI,56,Herodias syrmatophorus,Australian Egret,Ardea alba,Ardea alba,Great Egret,high,"syrmatophorus = Great Egret (modesta), lumped in BirdNET"
VI,57,Herodias plumiferus,Plumed Egret,Ardea intermedia,Ardea intermedia,Intermediate Egret,high,"plumiferus = Intermediate (Plumed) Egret, lumped in BirdNET"
VI,58,Herodias immaculata,Spotless Egret,Egretta garzetta,Egretta garzetta,Little Egret,high,immaculata = Little Egret (nigripes)
VI,59,Herodias pannosus,Sombre Egret,Egretta sacra,Egretta sacra,Pacific Reef-Heron,medium,pannosus Gould: slaty-black egret with white chin from Port Stephens = dark Pacific Reef-Heron
VI,60,Herodias jugularis,Blue Reef Heron,Egretta sacra,Egretta sacra,Pacific Reef-Heron,high,jugularis = dark morph Pacific Reef-Heron
VI,61,Herodias Greyi,White Reef Heron,Egretta sacra,Egretta sacra,Pacific Reef-Heron,high,greyi = white morph Pacific Reef-Heron
VI,62,Herodias picata,Pied Egret,Egretta picata,,,high,Pied Heron; not in BirdNET
VI,63,Nycticorax caledonicus,Nankeen Night Heron,Nycticorax caledonicus,,,high,Nankeen Night-Heron; not in BirdNET
VI,64,Botaurus australis,Australian Bittern,Botaurus poiciloptilus,,,high,Australasian Bittern; not in BirdNET
VI,65,Ardetta flavicollis,Yellow-necked Bittern,Ixobrychus flavicollis,Ixobrychus flavicollis,Black Bittern,high,Black Bittern
VI,66,Ardetta macrorhyncha,Thick-billed Green Bittern,Butorides striata,Butorides striata,Striated Heron,high,macrorhyncha = Striated Heron
VI,67,Ardetta stagnatilis,Little Grey Bittern,Butorides striata,Butorides striata,Striated Heron,high,stagnatilis = grey N race of Striated Heron
VI,68,Ardetta pusilla,Minute Bittern,Ixobrychus dubius,Ixobrychus dubius,Black-backed Bittern,high,pusilla Gould = Black-backed Bittern
VI,69,Porphyrio melanotus,Black-backed Porphyrio,Porphyrio melanotus,Porphyrio melanotus,Australasian Swamphen,high,Australasian Swamphen
VI,70,Porphyrio bellus,Azure-breasted Porphyrio,Porphyrio melanotus,Porphyrio melanotus,Australasian Swamphen,high,bellus = SW race of Australasian Swamphen
VI,71,Tribonyx Mortierii,Mortier's Tribonyx,Tribonyx mortierii,Tribonyx mortierii,Tasmanian Nativehen,high,Tasmanian Nativehen
VI,72,Tribonyx ventralis,Black-tailed Tribonyx,Tribonyx ventralis,Tribonyx ventralis,Black-tailed Nativehen,high,Black-tailed Nativehen
VI,73,Gallinula tenebrosa,Sombre Gallinule,Gallinula tenebrosa,Gallinula tenebrosa,Dusky Moorhen,high,Dusky Moorhen
VI,74,Fulica australis,Australian Coot,Fulica atra,Fulica atra,Eurasian Coot,high,australis = Eurasian Coot
VI,75,Parra gallinacea,Gallinaceous Parra,Irediparra gallinacea,,,high,Comb-crested Jacana; not in BirdNET
VI,76,Rallus pectoralis,Pectoral Rail,Gallirallus philippensis,Gallirallus philippensis,Buff-banded Rail,high,"TRAP: Gould's 'Rallus pectoralis, Pectoral Rail' (summer visitant 'Land Rail') = Buff-banded Rail; Temminck's pectoralis now names Lewin's Rail (VI.77)"
VI,77,Rallus Lewinii,Lewin's Water Rail,Lewinia pectoralis,Lewinia pectoralis,Lewin's Rail,high,Rallus lewinii / brachipus = Lewin's Rail
VI,78,Eulabeornis castaneoventris,Chestnut-bellied Rail,Eulabeornis castaneoventris,,,high,Chestnut Rail; not in BirdNET
VI,79,Porzana fluminea,Spotted Water Crake,Porzana fluminea,,,high,Australian Crake; not in BirdNET
VI,80,Porzana palustris,Water Crake,Zapornia pusilla,Zapornia pusilla,Baillon's Crake,high,palustris = Australian race of Baillon's Crake
VI,81,Porzana leucophrys,White-eyebrowed Water Crake,Poliolimnas cinereus,Poliolimnas cinereus,White-browed Crake,high,leucophrys = White-browed Crake
VI,82,Porzana immaculata,Spotless Gallinule,Zapornia tabuensis,Zapornia tabuensis,Spotless Crake,high,immaculata = Spotless Crake
VII,1,Cereopsis Novae-Hollandiae,Cereopsis Goose,Cereopsis novaehollandiae,,,high,Cape Barren Goose; not in BirdNET
VII,2,Anseranas melanoleuca,Semipalmated Goose,Anseranas semipalmata,Anseranas semipalmata,Magpie Goose,high,melanoleuca = Magpie Goose
VII,3,Bernicla jubata,Maned Goose,Chenonetta jubata,Chenonetta jubata,Maned Duck,high,Bernicla jubata = Maned Duck
VII,4,Nettapus pulchellus,Beautiful Pygmy Goose,Nettapus pulchellus,,,high,Green Pygmy-Goose; not in BirdNET
VII,5,Nettapus coromandelianus,Pygmy Goose,Nettapus coromandelianus,Nettapus coromandelianus,Cotton Pygmy-Goose,high,Cotton Pygmy-Goose (albipennis)
VII,6,Cygnus atratus,Black Swan,Cygnus atratus,Cygnus atratus,Black Swan,high,Black Swan
VII,7,Casarca tadornoides,Chestnut-coloured Shieldrake,Tadorna tadornoides,Tadorna tadornoides,Australian Shelduck,high,Casarca = Australian Shelduck
VII,8,Tadorna radjah,Radjah Shieldrake,Radjah radjah,Radjah radjah,Radjah Shelduck,high,Radjah Shelduck
VII,9,Anas superciliosa,Australian Wild Duck,Anas superciliosa,Anas superciliosa,Pacific Black Duck,high,Pacific Black Duck
VII,10,Anas naevosa,Freckled Duck,Stictonetta naevosa,,,high,Freckled Duck; not in BirdNET
VII,11,Anas punctata,Chestnut-breasted Duck,Anas castanea,Anas castanea,Chestnut Teal,high,punctata = Chestnut Teal
VII,12,Spatula rhynchotis,Australian Shoveller,Spatula rhynchotis,,,high,Australasian Shoveler; not in BirdNET
VII,13,Malacorhynchus membranaceus,Membranaceous Duck,Malacorhynchus membranaceus,Malacorhynchus membranaceus,Pink-eared Duck,high,Pink-eared Duck
VII,14,Dendrocygna arcuata,Whistling Duck,Dendrocygna arcuata,Dendrocygna arcuata,Wandering Whistling-Duck,high,Wandering Whistling-Duck
VII,15,Leptotarsis Eytoni,Eyton's Duck,Dendrocygna eytoni,Dendrocygna eytoni,Plumed Whistling-Duck,high,Leptotarsis eytoni = Plumed Whistling-Duck
VII,16,Nyroca australis,White-eyed Duck,Aythya australis,,,high,Hardhead; not in BirdNET
VII,17,Erismatura australis,Blue-billed Duck,Oxyura australis,,,high,Blue-billed Duck; not in BirdNET
VII,18,Biziura lobata,Musk Duck,Biziura lobata,Biziura lobata,Musk Duck,high,Musk Duck
VII,19,Larus pacificus,Pacific Gull,Larus pacificus,,,high,Pacific Gull; not in BirdNET
VII,20,Xema Jamesonii,Jameson's Gull,Chroicocephalus novaehollandiae,Chroicocephalus novaehollandiae,Silver Gull,high,Xema jamesonii = Silver Gull
VII,21,Lestris catarractes,Skua Gull,Stercorarius antarcticus,Stercorarius antarcticus,Brown Skua,low,Gould's 'Lestris catarractes' is the Great Skua by name and synonymy but described from Southern Ocean ship-followers (Brown Skua); figure's source unknown
VII,22,Sylochelidon strenuus,Powerful Tern,Hydroprogne caspia,Hydroprogne caspia,Caspian Tern,high,Sylochelidon strenuus = Caspian Tern
VII,23,Thalasseus pelecanoides,Torres' Straits Tern,Thalasseus bergii,Thalasseus bergii,Great Crested Tern,high,pelecanoides = Greater Crested Tern
VII,24,Thalasseus poliocercus,Bass's Straits Tern,Thalasseus bergii,Thalasseus bergii,Great Crested Tern,high,poliocercus = Greater Crested Tern (S race)
VII,25,Thalasseus Torresii,Torres' Tern,Thalasseus bengalensis,Thalasseus bengalensis,Lesser Crested Tern,high,torresii = Lesser Crested Tern
VII,26,Sterna melanorhyncha,Black-billed Tern,Sterna striata,Sterna striata,White-fronted Tern,high,"melanorhyncha Gould (= velox; Tasmanian waters, winter plumage) = White-fronted Tern (replacement name sanctipauli)"
VII,27,Sterna gracilis,Graceful Tern,Sterna dougallii,Sterna dougallii,Roseate Tern,high,gracilis = Roseate Tern
VII,28,Sterna melanauchen,Black-naped Tern,Sterna sumatrana,Sterna sumatrana,Black-naped Tern,high,melanauchen = Black-naped Tern
VII,29,Sternula nereis,Australian Little Tern,Sternula nereis,,,high,Australian Fairy Tern; not in BirdNET
VII,30,Gygis candida,White Tern,Gygis alba,Gygis alba,White Tern,high,candida = White Tern
VII,31,Hydrochelidon fluviatilis,Marsh Tern,Chlidonias hybrida,Chlidonias hybrida,Whiskered Tern,high,Hydrochelidon fluviatilis Gould = Whiskered Tern
VII,32,Onychoprion fuliginosus,Sooty Tern,Onychoprion fuscatus,Onychoprion fuscatus,Sooty Tern,high,Sooty Tern
VII,33,Onychoprion panaya,Panayan Tern,Onychoprion anaethetus,Onychoprion anaethetus,Bridled Tern,high,panaya = Bridled Tern
VII,34,Anous stolidus,Noddy Tern,Anous stolidus,Anous stolidus,Brown Noddy,high,Brown Noddy
VII,35,Anous melanops,Lesser Noddy,Anous tenuirostris,Anous tenuirostris,Lesser Noddy,high,melanops Gould = Abrolhos race of Lesser Noddy
VII,36,Anous leucocapillus,White-capped Tern,Anous minutus,Anous minutus,Black Noddy,high,leucocapillus = Black Noddy
VII,37,Anous cinereus,Grey Noddy,Anous albivitta,,,high,cinereus = Grey Noddy; not in BirdNET (A. ceruleus Blue-grey Noddy is the split sister)
VII,38,Diomedea exulans,Wandering Albatros,Diomedea exulans,Diomedea exulans,Wandering Albatross,high,Wandering Albatross
VII,39,Diomedea brachyura,Short-tailed Albatros,Phoebastria albatrus,,,high,brachyura = Short-tailed Albatross; not in BirdNET
VII,40,Diomedea cauta,Cautious Albatros,Thalassarche cauta,,,high,Shy Albatross; not in BirdNET
VII,41,Diomedea culminata,Culminated Albatros,Thalassarche chrysostoma,,,high,culminata Gould = Grey-headed Albatross; not in BirdNET
VII,42,Diomedea chlororhynchos,Yellow-billed Albatros,Thalassarche chlororhynchos,,,high,Yellow-nosed Albatross (Atlantic or Indian); neither in BirdNET
VII,43,Diomedea melanophrys,Black-eyebrowed Albatros,Thalassarche melanophris,Thalassarche melanophris,Black-browed Albatross,high,Black-browed Albatross
VII,44,Diomedea fuliginosa,Sooty Albatros,Phoebetria palpebrata,,,high,fuliginosa = Light-mantled Albatross; not in BirdNET
VII,45,Procellaria gigantea,Giant Petrel,Macronectes giganteus,,,high,Southern Giant-Petrel; not in BirdNET
VII,46,Procellaria conspicillata,Spectacled Petrel,Procellaria conspicillata,,,high,Spectacled Petrel; not in BirdNET
VII,47,Procellaria hasitata,Great Grey Petrel,Procellaria cinerea,,,high,"TRAP: Gould's 'Procellaria hasitata, Great Grey Petrel' = Grey Petrel; hasitata now names the Black-capped Petrel (Pterodroma hasitata); none in BirdNET"
VII,48,Procellaria glacialoides,Silvery Grey Petrel,Fulmarus glacialoides,,,high,Southern Fulmar; not in BirdNET
VII,49,Procellaria Lessonii,White-headed Petrel,Pterodroma lessonii,,,high,White-headed Petrel; not in BirdNET
VII,50,Procellaria mollis,Soft-plumaged Petrel,Pterodroma mollis,,,high,Soft-plumaged Petrel; not in BirdNET
VII,51,Procellaria Cookii,Cook's Petrel,Pterodroma cookii,Pterodroma cookii,Cook's Petrel,medium,Gould's Procellaria cookii = Cook's Petrel; small Cookilaria petrels were confused then
