volume,plate,leaf,gould_english,gould_latin,text_leaf,survey_tier,modern_sci,form,confidence,birdnet_sci,birdnet_common,ku_id,ku_sci,ku_english,decision,reason
IV,39,164,Himalayan Ruby-throat,Calliope pectoralis,yes,exact,Calliope pectoralis,,high,Calliope pectoralis,Himalayan Rubythroat,ku-gould:16584,Luscinia pectoralis,White-tailed Rubythroat,pinned,
IV,40,168,Mongolian Ruby-throat,Calliope tschebaiewi,yes,exact,Calliope tschebaiewi,,high,Calliope tschebaiewi,Chinese Rubythroat,ku-gould:16580,Luscinia pectoralis tschebaiewi,White-tailed Rubythroat,pinned,
IV,41,172,Mountain Accentor,Accentor montanellus,yes,probable,Prunella montanella,,high,Prunella montanella,Siberian Accentor,ku-gould:16576,Prunella montanella,Siberian Accentor,pinned,
IV,42,176,Ruddy Accentor,Accentor rubidus,yes,not_in_birdnet,,,none,,,ku-gould:16572,Prunella rubida,Japanese Accentor,left out (not in BirdNET),
IV,43,180,Red-backed Accentor,Accentor erythropygius,yes,unsure,Prunella collaris,subspecies,high,,,ku-gould:16568,Prunella collaris,Alpine Accentor,left out,"form: Prunella collaris erythropygia, the Alpine Accentor (KU)"
IV,44,184,Nepaul Accentor,Accentor Nipalensis,yes,form,Prunella collaris,subspecies,medium,Prunella collaris,Alpine Accentor,ku-gould:16564,Prunella collaris,Alpine Accentor,left out (form),
IV,45,188,Blue-shouldered Accentor,Accentor immaculatus,yes,not_in_birdnet,,,none,,,ku-gould:16560,Prunella immaculata,Maroon-backed Accentor,left out (not in BirdNET),
IV,46,192,Red-breasted Accentor,Accentor rubeculoides,yes,probable,Prunella rubeculoides,,high,Prunella rubeculoides,Robin Accentor,ku-gould:16556,Prunella rubeculoides,Robin Accentor,pinned,
IV,47,196,Banded Accentor,Accentor strophiatus,yes,probable,Prunella strophiata,,high,Prunella strophiata,Rufous-breasted Accentor,ku-gould:16552,Prunella strophiata,Rufous-breasted Accentor,pinned,
IV,48,200,Black-throated Accentor,Accentor atrogularis,yes,not_in_birdnet,,,none,,,ku-gould:16548,Prunella atrogularis,Black-throated Accentor,left out (not in BirdNET),
IV,49,204,Altaian Accentor,Accentor Altaicus,yes,not_in_birdnet,,,none,,,ku-gould:16544,Prunella himalayana,Altai Accentor,left out (not in BirdNET),
IV,50,208,Desert Whitethroat,Sylvia nana,yes,not_in_birdnet,,,none,,,ku-gould:16540,Sylvia nana,Asian Desert Warbler,left out (not in BirdNET),
IV,51,212,Nepaulese Wren,Troglodytes Nipalensis,yes,form,Troglodytes troglodytes,subspecies,medium,Troglodytes troglodytes,Eurasian Wren,ku-gould:16536,Troglodytes troglodytes,"Winter Wren, Chivirín chochín, troglodyte mignon",left out (form),
IV,52,216,Spotted Wren,Anorthura formosa,genus only,probable,Elachura formosa,,high,Elachura formosa,Spotted Elachura,ku-gould:16532,Spelaeornis formosus,Spotted Wren-Babbler,pinned,
IV,53,220,Long-tailed Hill-Wren,Urocichla longicauda,yes,none,,,none,,,ku-gould:16528,Spelaeornis longicaudatus,Tawny-breasted Wren-Babbler,left out (no modern name),
IV,54,224,Robert's Wedge-billed Wren,Sphenocichla Roberti,yes,not_in_birdnet,,,none,,,ku-gould:16524,Sphenocichla humei,Wedge-billed Wren-Babbler,left out (not in BirdNET),
IV,55,228,Hume's Wedge-billed Wren,Sphenocichla Humii,genus only,not_in_birdnet,,,none,,,ku-gould:16520,Sphenocichla humei,Wedge-billed Wren-Babbler,left out (not in BirdNET),
IV,56,232,Spotted Creeper,Salpornis spilonota,yes,not_in_birdnet,,,none,,,ku-gould:16516,Salpornis spilonotus,Spotted Creeper,left out (not in BirdNET),
IV,57,236,Nepaulese Creeper,Certhia Nipalensis,yes,not_in_birdnet,,,none,,,ku-gould:16512,Certhia nipalensis,Rusty-flanked Treecreeper,left out (not in BirdNET),
IV,58,240,Himalayan Creeper,Certhia Himalayana,yes,exact,Certhia himalayana,,high,Certhia himalayana,Bar-tailed Treecreeper,ku-gould:16508,Certhia himalayana,Bar-tailed Treecreeper,pinned,
IV,59,244,(no English name printed),Phyllopneuste tristis,yes,form,Phylloscopus collybita,subspecies,medium,Phylloscopus collybita,Common Chiffchaff,ku-gould:16504,Phylloscopus collybita,Common Chiffchaff,left out (form),
IV,60,248,Himalayan Goldcrest,Regulus himalayensis,yes,form,Regulus regulus,subspecies,medium,Regulus regulus,Goldcrest,ku-gould:16500,Regulus regulus himalayensis,Goldcrest,left out (form),
IV,61,252,Great Pied Wagtail,Motacilla Maderaspatensis,yes,exact,Motacilla maderaspatensis,,high,Motacilla maderaspatensis,White-browed Wagtail,ku-gould:16496,Motacilla madaraspatensis,White-browed Wagtail,pinned,
IV,62,256,Deccan Wagtail,Motacilla Dukhunensis,yes,form,Motacilla alba,subspecies,medium,Motacilla alba,White Wagtail,ku-gould:16492,Motacilla alba,"Lavandera blanca, White Wagtail",left out (form),
IV,63,260,Masked Wagtail,Motacilla personata,yes,form,Motacilla alba,subspecies,medium,Motacilla alba,White Wagtail,ku-gould:16488,Motacilla alba,"Lavandera blanca, White Wagtail",left out (form),
IV,64,264,Yellow-headed Wagtail,Budytes citreoloides,yes,form,Motacilla citreola,subspecies,medium,Motacilla citreola,Citrine Wagtail,ku-gould:16484,Motacill citreola ,Citrine Wagtail,left out (form),
IV,65,268,Indian Tree-Pipit,Pipastes agilis,genus only,probable,Anthus hodgsoni,,high,Anthus hodgsoni,Olive-backed Pipit,ku-gould:16480,Anthus hodgsoni,"Olive Tree-Pipit, Olive-backed Pipit",pinned,
IV,66,272,Red-throated Pipit,Anthus cervinus,yes,exact,Anthus cervinus,,high,Anthus cervinus,Red-throated Pipit,ku-gould:16476,Anthus cervinus,"Red-throated Pipit, Bisbita garganta roja",pinned,
IV,67,276,Variegated Wagtail,Limonidromus Indicus,genus only,probable,Dendronanthus indicus,,high,Dendronanthus indicus,Forest Wagtail,ku-gould:16472,Dendronanthus indicus,Forest Wagtail,pinned,
IV,68,280,Lunated Forktail,Enicurus maculatus,yes,exact,Enicurus maculatus,,high,Enicurus maculatus,Spotted Forktail,ku-gould:16468,Enicurus maculatus,Spotted Forktail,pinned,
IV,69,284,Spotted Forktail,Enicurus guttatus,yes,form,Enicurus maculatus,subspecies,medium,Enicurus maculatus,Spotted Forktail,ku-gould:16464,Enicurus maculatus,Spotted Forktail,left out (form),
IV,70,288,Chinese Forktail,Enicurus Chinensis,yes,unsure,Enicurus leschenaulti,subspecies,high,,,ku-gould:16460,Enicurus leschenaulti,White-crowned Forktail,left out,"form: Enicurus leschenaulti sinensis, the White-crowned Forktail (KU)"
IV,71,292,Scouler's Forktail,Enicurus Scouleri,yes,not_in_birdnet,,,none,,,ku-gould:16456,Enicurus scouleri,Little Forktail,left out (not in BirdNET),
IV,72,296,Long-billed Calandre,Melanocorypha maxima,yes,exact,Melanocorypha maxima,,high,Melanocorypha maxima,Tibetan Lark,ku-gould:16452,Melanocorypha maxima,Melanocorypha maxima,pinned,
V,1,12,Adams's Mountain Finch,Montifringilla Adamsii,yes,not_in_birdnet,,,none,,,ku-gould:16431,Montifringilla adamsi haematopygia,Tibetan Snowfinch,left out (not in BirdNET),
V,2,16,Northern Mountain Finch,Montifringilla arctoa,yes,not_in_birdnet,,,none,,,ku-gould:16427,Leucosticte arctoa,"Asian Rosy Finch, Rosy Finch",left out (not in BirdNET),
V,3,20,Red-rumped Mountain Finch,Montifringilla haematopygia,yes,none,,,none,,,ku-gould:16423,Leucosticte brandti,Brandt's Mountain Finch,left out (no modern name),
V,4,24,Brown-naped Mountain Finch,Montifringilla brunneinucha,genus only,none,,,none,,,ku-gould:16419,Leucosticte arctoa brunneonucha,"Asian Rosy Finch, Rosy Finch",left out (no modern name),
V,5,28,Red-necked Mountain Finch,Montifringilla ruficollis,yes,not_in_birdnet,,,none,,,ku-gould:16415,Montifringilla ruficollis,Montifringilla ruficollis,left out (not in BirdNET),
V,6,32,Grey-capped Bunting,Emberiza caniceps,yes,unsure,Emberiza stewarti,,judged,Emberiza stewarti,White-capped Bunting,ku-gould:16411,Emberiza stewarti,White-capped Bunting,pinned (review),"the plate: white crown, black mask, chestnut breast (KU agrees)"
V,7,36,Dwarf Bunting,Emberiza pusilla,yes,exact,Emberiza pusilla,,high,Emberiza pusilla,Little Bunting,ku-gould:16407,Emberiza pusilla,Little Bunting,pinned,
V,8,40,Cinereous Bunting,Emberiza cinerea,yes,probable,Emberiza cineracea,,high,Emberiza cineracea,Cinereous Bunting,ku-gould:16403,Emberiza cineracea,Cinereous Bunting,pinned,
V,9,44,Painted Bunting,Emberiza fucata,yes,exact,Emberiza fucata,,high,Emberiza fucata,Chestnut-eared Bunting,ku-gould:16399,Emberiza fucata,Chestnut-eared Bunting,pinned,
V,10,48,Rustic Bunting,Emberiza rustica,yes,exact,Emberiza rustica,,high,Emberiza rustica,Rustic Bunting,ku-gould:16395,Emberiza rustica,Rustic Bunting,pinned,
V,11,52,Hutton's Bunting,Glycyspina Huttoni,yes,unsure,Emberiza buchanani,,judged,Emberiza buchanani,Gray-necked Bunting,ku-gould:16391,Emberiza buchanani,Grey-necked Bunting,pinned (review),"the plate: grey head, eye-ring, pinkish-chestnut underparts; huttoni is its synonym (KU agrees)"
V,12,56,Elegant Bunting,Euspiza elegans,yes,probable,Emberiza elegans,,high,Emberiza elegans,Yellow-throated Bunting,ku-gould:16387,Emberiza elegans,Yellow-throated Bunting,pinned,
V,13,60,Black-headed Bunting,Euspiza melanocephala,yes,probable,Emberiza melanocephala,,high,Emberiza melanocephala,Black-headed Bunting,ku-gould:16383,Emberiza melanocephala,Black-headed Bunting,pinned,
V,14,64,Red-headed Bunting,Euspiza luteola,yes,probable,Emberiza bruniceps,,high,Emberiza bruniceps,Red-headed Bunting,ku-gould:16379,Emberiza bruniceps,Red-headed Bunting,pinned,
V,15,68,Turkestan Sparrow,Passer ammodendri,yes,exact,Passer ammodendri,,high,Passer ammodendri,Saxaul Sparrow,ku-gould:16375,Passer ammodendri,Saxaul Sparrow,pinned,
V,16,72,Burton's Grosbeak,Fringilla Burtoni,yes,probable,Callacanthis burtoni,,high,Callacanthis burtoni,Spectacled Finch,ku-gould:16371,Callacanthis burtoni,Spectacled Finch,pinned,
V,17,76,Eastern Goldfinch,Carduelis orientalis,yes,form,Carduelis carduelis,subspecies,medium,Carduelis carduelis,European Goldfinch,ku-gould:16367,Carduelis carduelis,"Eurasian Goldfinch, European Goldfinch, chardonneret élégant",left out (form),
V,18,80,Masked Grosbeak,Eophona personata,yes,exact,Eophona personata,,high,Eophona personata,Japanese Grosbeak,ku-gould:16363,Eophona personata,Japanese Grosbeak,pinned,
V,19,84,Black-tailed Grosbeak,Eophona melanura,yes,probable,Eophona migratoria,,high,Eophona migratoria,Yellow-billed Grosbeak,ku-gould:16359,Eophona migratoria,Yellow-billed Grosbeak,pinned,
V,20,88,Black-and-Yellow Grosbeak,Mycerobas melanoxanthus,yes,not_in_birdnet,,,none,,,ku-gould:16355,Mycerobas melanozanthos,Spot-winged Grosbeak,left out (not in BirdNET),
V,21,92,Flesh-footed Grosbeak,Mycerobas carneipes,yes,probable,Mycerobas carnipes,,high,Mycerobas carnipes,White-winged Grosbeak,ku-gould:16351,Mycerobas carnipes,White-winged Grosbeak,pinned,
V,22,96,Icterine Grosbeak,Hesperiphona icterioides,yes,probable,Mycerobas icterioides,,high,Mycerobas icterioides,Black-and-yellow Grosbeak,ku-gould:16347,Mycerobas icterioides,Black-and-yellow Grosbeak,pinned,
V,23,100,Allied Grosbeak,Hesperiphona affinis,yes,probable,Mycerobas affinis,,high,Mycerobas affinis,Collared Grosbeak,ku-gould:16343,Mycerobas affinis,Collared Grosbeak,pinned,
V,24,104,Sepoy Finch,Haematospiza Sipahi,genus only,not_in_birdnet,,,none,,,ku-gould:16339,Haematospiza sipahi,Scarlet Finch,left out (not in BirdNET),
V,25,108,Caucasian Grosbeak,Carpodacus rubicilla,yes,exact,Carpodacus rubicilla,,high,Carpodacus rubicilla,Great Rosefinch,ku-gould:16335,Carpodacus rubicilla,Great Rosefinch,pinned,
V,26,112,Red-mantled Grosbeak,Carpodacus rhodochlamys,yes,not_in_birdnet,,,none,,,ku-gould:16331,Carpodacus rhodochlamys,Red-mantled Rosefinch,left out (not in BirdNET),
V,27,116,Siberian Grosbeak,Uragus sibiricus,yes,probable,Carpodacus sibiricus,,high,Carpodacus sibiricus,Long-tailed Rosefinch,ku-gould:16327,Uragus sibiricus,Long-tailed Rosefinch,pinned,
V,28,120,Crimson-winged Finch,Rhodopechys sanguinea,yes,not_in_birdnet,,,none,,,ku-gould:16323,Rhodopechys sanguineus,Crimson-winged Finch,left out (not in BirdNET),
V,29,124,Rosy-winged Finch,Erythrospiza obsoleta,yes,probable,Rhodospiza obsoleta,,high,Rhodospiza obsoleta,Desert Finch,ku-gould:16319,Rhodospiza obsoleta,Desert Finch,pinned,
V,30,128,Rosy Finch,Erythrospiza incarnata,yes,unsure,Bucanetes mongolicus,,judged,,,ku-gould:16315,Eremopsaltria mongolica,Mongolian Finch,left out,"KU: the Mongolian Finch, not in BirdNET; the survey's Sinai Rosefinch is wrong"
V,31,132,Trumpeter Bullfinch,Erythrospiza githaginea,yes,probable,Bucanetes githagineus,,high,Bucanetes githagineus,Trumpeter Finch,ku-gould:16311,Bucanetes githagineus,Trumpeter Finch,pinned,
V,32,136,Pylzoff's Rose-Bunting,Urocynchramus Pylzowi,yes,exact,Urocynchramus pylzowi,,high,Urocynchramus pylzowi,Przevalski's Pinktail,ku-gould:16307,Urocynchramus pylzowi,Pink-tailed Rosefinch,pinned,
V,33,140,Rosy Grosbeak,Carpodacus roseus,yes,not_in_birdnet,,,none,,,ku-gould:16303,Carpodacus roseus,Pallas's Rosefinch,left out (not in BirdNET),
V,34,144,Orange-coloured Bullfinch,Pyrrhula aurantia,yes,not_in_birdnet,,,none,,,ku-gould:16299,Pyrrhula aurantiaca,Orange Bullfinch,left out (not in BirdNET),
V,35,148,Oriental Bullfinch,Pyrrhula orientalis,yes,unsure,Pyrrhula pyrrhula,subspecies,high,,,ku-gould:16295,Pyrrhula pyrrhula,Eurasian Bullfinch,left out,"form: Pyrrhula pyrrhula griseiventris, the Eurasian Bullfinch (KU)"
V,36,152,Red-headed Bullfinch,Pyrrhula erythrocephala,yes,not_in_birdnet,,,none,,,ku-gould:16291,Pyrrhula erythrocephala,Red-headed Bullfinch,left out (not in BirdNET),
V,37,156,Nepaulese Bullfinch,Pyrrhula Nipalensis,yes,exact,Pyrrhula nipalensis,,high,Pyrrhula nipalensis,Brown Bullfinch,ku-gould:16287,Pyrrhula nipalensis,Brown Bullfinch,pinned,
V,38,160,Northern Bullfineh,Pyrrhula major,yes,form,Pyrrhula pyrrhula,subspecies,medium,Pyrrhula pyrrhula,Eurasian Bullfinch,ku-gould:16283,Pyrrhula pyrrhula,Eurasian Bullfinch,left out (form),
V,39,164,Beavan's Bullfinch,Pyrrhula erithacus,yes,probable,Pyrrhula erythaca,,high,Pyrrhula erythaca,Gray-headed Bullfinch,ku-gould:16279,Pyrrhula erythaca,Grey-headed Bullfinch,pinned,
V,40,168,Cinereous Bullfinch,Pyrrhula cineracea,yes,form,Pyrrhula pyrrhula,subspecies,medium,Pyrrhula pyrrhula,Eurasian Bullfinch,ku-gould:16275,Pyrrhula pyrrhula cineracea,Eurasian Bullfinch,left out (form),
V,41,172,Himalayan Crossbill,Loxia Himalayana,yes,form,Loxia curvirostra,subspecies,medium,Loxia curvirostra,Red Crossbill,ku-gould:16271,Loxia curvirostra himalayensis,"Red Crossbill, bec-croisé des sapins, Picotuerto rojo",left out (form),
V,42,176,Sardinian Starling,Sturnus unicolor,yes,exact,Sturnus unicolor,,high,Sturnus unicolor,Spotless Starling,ku-gould:16267,Sturnus unicolor,Spotless Starling,pinned,
V,43,180,Hume's Starling,Sturnus Humii,yes,form,Sturnus vulgaris,subspecies,medium,Sturnus vulgaris,European Starling,ku-gould:16263,Sturnus vulgaris,"Common Starling, European Starling, Estornino pinto, étourneau sansonnet",left out (form),
V,44,184,Persian Starling,Sturnus purpurascens,yes,form,Sturnus vulgaris,subspecies,medium,Sturnus vulgaris,European Starling,ku-gould:16259,Sturnus vulgaris,"Common Starling, European Starling, Estornino pinto, étourneau sansonnet",left out (form),
V,45,188,Tristram's Amydrus,Amydrus Tristrami,yes,probable,Onychognathus tristramii,,high,Onychognathus tristramii,Tristram's Starling,ku-gould:16255,Onychognathus tristramii,Tristram's Starling,pinned,
V,46,192,Formosan Blue Pie,Urocissa cerulea,yes,probable,Urocissa caerulea,,high,Urocissa caerulea,Taiwan Blue-Magpie,ku-gould:16251,Urocissa caerulea,Taiwan Blue Magpie,pinned,
V,47,196,Nepaulese Blue Pie,Urocissa occipitalis,genus only,form,Urocissa erythroryncha,subspecies,medium,Urocissa erythroryncha,Red-billed Blue-Magpie,ku-gould:16247,Urocissa erythrorhyncha,Red-billed Blue Magpie,left out (form),
V,48,200,Chinese Blue Pie,Urocissa Sinensis,yes,probable,Urocissa erythroryncha,,high,Urocissa erythroryncha,Red-billed Blue-Magpie,ku-gould:16243,Urocissa erythrorhyncha,Red-billed Blue Magpie,pinned,
V,49,204,Great-billed Blue Pie,Urocissa magnirostris,yes,form,Urocissa erythroryncha,subspecies,medium,Urocissa erythroryncha,Red-billed Blue-Magpie,ku-gould:16239,Urocissa erythrorhyncha,Red-billed Blue Magpie,left out (form),
V,50,208,Yellow-billed Blue Pie,Urocissa flavirostris,yes,exact,Urocissa flavirostris,,high,Urocissa flavirostris,Yellow-billed Blue-Magpie,ku-gould:16235,Urocissa flavirostris,Yellow-billed Blue Magpie,pinned,
V,51,212,White-capped Blue Pie,Urocissa cucullata,yes,none,,,none,,,ku-gould:16231,Urocissa flavirostris,Yellow-billed Blue Magpie,left out (no modern name),
V,52,216,Hooded Crypsirhina,Crypsirhina cucullata,yes,not_in_birdnet,,,none,,,ku-gould:16227,Crypsirina cucullata,Hooded Treepie,left out (not in BirdNET),
V,53,220,Red-and-Blue Cissa,Cissa pyrrhocyanea,yes,probable,Urocissa ornata,,judged,Urocissa ornata,Sri Lanka Blue-Magpie,ku-gould:16223,Urocissa ornata,Sri Lanka Blue Magpie,pinned,"KU and the plate: chestnut and blue, the Sri Lanka Blue-Magpie; the survey guessed Common Green-Magpie"
V,54,224,Hunting Cissa,Cissa venatoria,yes,form,Cissa chinensis,subspecies,medium,Cissa chinensis,Common Green-Magpie,ku-gould:16219,Cissa chinensis,Common Green Magpie,left out (form),
V,55,228,White-winged Magpie,Pica leucoptera,yes,form,Pica pica,subspecies,medium,Pica pica,Eurasian Magpie,ku-gould:16215,Pica pica,"Black-billed Magpie, Eurasian Magpie, pie bavarde",left out (form),
V,56,232,Affghan Magpie,Pica Bactriana,yes,form,Pica pica,subspecies,medium,Pica pica,Eurasian Magpie,ku-gould:16211,Pica pica,"Black-billed Magpie, Eurasian Magpie, pie bavarde",left out (form),
V,57,236,Bootan Magpie,Pica Bottanensis,yes,exact,Pica bottanensis,,high,Pica bottanensis,Black-rumped Magpie,ku-gould:16207,Pica pica,"Black-billed Magpie, Eurasian Magpie, pie bavarde",pinned,
V,58,240,Formosan Jay,Garrulus Taivanus,yes,form,Garrulus glandarius,subspecies,medium,Garrulus glandarius,Eurasian Jay,ku-gould:16203,Garrulus glandarius,Eurasian Jay,left out (form),
V,59,244,Many-spotted Nutcracker,Nucifraga multipunctata,yes,not_in_birdnet,,,none,,,ku-gould:16199,Nucifraga caryocatactes,Spotted Nutcracker,left out (not in BirdNET),
V,60,248,Biddulph's Podoces,Podoces Biddulphi,yes,not_in_birdnet,,,none,,,ku-gould:16195,Podoces biddulphi,Biddulph's Ground Jay,left out (not in BirdNET),
V,61,252,Henderson's Podoces,Podoces Hendersoni,yes,exact,Podoces hendersoni,,high,Podoces hendersoni,Mongolian Ground-Jay,ku-gould:16191,Podoces hendersoni,Henderson's Ground Jay,pinned,
V,62,256,Pander's Podoces,Podoces Panderi,yes,not_in_birdnet,,,none,,,ku-gould:16187,Podoces panderi,Pander's Ground Jay,left out (not in BirdNET),
V,63,260,Dingy Podoces,Podoces humilis,yes,probable,Pseudopodoces humilis,,high,Pseudopodoces humilis,Ground Tit,ku-gould:16183,Pseudopodoces humilis,Pseudopodoces humilis,pinned,
V,64,264,Bengal Pitta,Pitta bengalensis,yes,form,Pitta brachyura,subspecies,medium,Pitta brachyura,Indian Pitta,ku-gould:16179,Pitta brachyura,Indian Pitta,left out (form),
V,65,268,Formosan Pitta,Pitta oreas,yes,probable,Pitta nympha,,high,Pitta nympha,Fairy Pitta,ku-gould:16175,Pitta nympha,Fairy Pitta,pinned,
V,66,272,Elliot's Pitta,Pitta Ellioti,yes,probable,Hydrornis elliotii,,high,Hydrornis elliotii,Bar-bellied Pitta,ku-gould:16171,Pitta elliotii,Bar-bellied Pitta,pinned,
V,67,276,Bornean Pitta,Pitta granatina,yes,probable,Erythropitta granatina,,high,Erythropitta granatina,Garnet Pitta,ku-gould:16167,Pitta granatina,Garnet Pitta,pinned,
V,68,280,Malaccan Pitta,Pitta coccinea,yes,not_in_birdnet,,,none,,,ku-gould:16163,Pitta granatina coccinea,Garnet Pitta,left out (not in BirdNET),
V,69,284,Necklaced Pitta,Pitta arquata,yes,probable,Erythropitta arquata,,high,Erythropitta arquata,Blue-banded Pitta,ku-gould:16159,Pitta arquata,Blue-banded Pitta,pinned,
V,70,288,Large-billed Pitta,Pitta megarhyncha,yes,exact,Pitta megarhyncha,,high,Pitta megarhyncha,Mangrove Pitta,ku-gould:16155,Pitta megarhyncha,Mangrove Pitta,pinned,
V,71,292,Koch's Pitta,Pitta Kochi,yes,not_in_birdnet,,,none,,,ku-gould:16151,Pitta kochi,Whiskered Pitta,left out (not in BirdNET),
V,72,296,Red-backed Pitta,Pitta Baudii,yes,probable,Hydrornis baudii,,high,Hydrornis baudii,Blue-headed Pitta,ku-gould:16147,Pitta baudii,Blue-headed Pitta,pinned,
V,73,300,Gurney's Pitta,Pitta Gurneyi,yes,not_in_birdnet,,,none,,,ku-gould:16143,Pitta gurneyi,Gurney's Pitta,left out (not in BirdNET),
V,74,304,Steere's Pitta,Pitta Steerii,yes,exact,Pitta steerii,,high,Pitta steerii,Azure-breasted Pitta,ku-gould:16139,Pitta steerii,Azure-breasted Pitta,pinned,
V,75,308,Ussher's Pitta,Pitta Ussheri,yes,probable,Erythropitta ussheri,,high,Erythropitta ussheri,Black-crowned Pitta,ku-gould:16135,Pitta venusta,Graceful Pitta,pinned,
V,76,312,Black-headed Pitta,Pitta atricapilla,yes,form,Pitta sordida,subspecies,medium,Pitta sordida,Hooded Pitta,ku-gould:16131,Pitta sordida,Hooded Pitta,left out (form),
V,77,316,Blue-tailed Pitta,Pitta cyanura,yes,not_in_birdnet,,,none,,,ku-gould:16127,Pitta guajana,Banded Pitta,left out (not in BirdNET),
V,78,320,Schwaner's Pitta,Pitta Schwaneri,yes,probable,Hydrornis schwaneri,,high,Hydrornis schwaneri,Bornean Banded-Pitta,ku-gould:16123,Pitta guajana schwaneri,Banded Pitta,pinned,
V,79,324,Nepaul Pitta,Pitta Nipalensis,yes,probable,Hydrornis nipalensis,,high,Hydrornis nipalensis,Blue-naped Pitta,ku-gould:16119,Pitta nipalensis,Blue-naped Pitta,pinned,
V,80,328,Blue Pitta,Pitta cyanea,yes,probable,Hydrornis cyaneus,,high,Hydrornis cyaneus,Blue Pitta,ku-gould:16115,Pitta cyanea,Blue Pitta,pinned,
V,81,332,Cerulean Pitta,Pitta caerulea,yes,probable,Hydrornis caeruleus,,high,Hydrornis caeruleus,Giant Pitta,ku-gould:16111,Pitta caerulea,Giant Pitta,pinned,
V,82,336,Hooded Pitta,Pitta cucullata,yes,form,Pitta sordida,subspecies,medium,Pitta sordida,Hooded Pitta,ku-gould:16107,Pitta sordida cucullata,Hooded Pitta,left out (form),
V,83,340,Van der Bosch's Pitta,Pitta Boschii,yes,none,,,none,,,ku-gould:16103,Pitta guajana,Banded Pitta,left out (no modern name),
VI,1,12,Mrs. Layard's Parrakeet,Palaeornis Calthropae,genus only,not_in_birdnet,,,none,,,ku-gould:16081,Psittacula calthropae,Layard's Parakeet,left out (not in BirdNET),
VI,2,16,Blossom-headed Parrakeet,Paleornis rosa,yes,not_in_birdnet,,,none,,,ku-gould:16077,Psittacula roseata,Blossom-headed Parakeet,left out (not in BirdNET),
VI,3,20,Burmese Parrakeet,Paleornis cyanocephala,genus only,probable,Psittacula cyanocephala,,high,Psittacula cyanocephala,Plum-headed Parakeet,ku-gould:16073,Psittacula cyanocephala,Plum-headed Parakeet,pinned,
VI,4,24,Bonaparte's Parrakeet,Paleornis Luciani,yes,form,Psittacula alexandri,subspecies,low,Psittacula alexandri,Red-breasted Parakeet,ku-gould:16069,Psittacula longicauda,Long-tailed Parakeet,left out (form),the survey's form assignment; the Kansas catalogue reads Psittacula longicauda (Long-tailed Parakeet)
VI,5,28,Grey-headed Parrakeet,Paleornis caniceps,yes,not_in_birdnet,,,none,,,ku-gould:16065,Psittacula caniceps,Nicobar Parakeet,left out (not in BirdNET),
VI,6,32,Nicobar Parrakeet,Paleornis Nicobaricus,yes,form,Psittacula longicauda,subspecies,medium,Psittacula longicauda,Long-tailed Parakeet,ku-gould:16061,Psittacula longicauda nicobarica,Long-tailed Parakeet,left out (form),
VI,7,36,Blue-winged Parrakeet,Paleornis Columboides,yes,probable,Psittacula columboides,,high,Psittacula columboides,Malabar Parakeet,ku-gould:16057,Psittacula columboides,Blue-winged Parakeet,pinned,
VI,8,40,Slaty-headed Parrakeet,Paleornis schisticeps,yes,probable,Psittacula himalayana,,high,Psittacula himalayana,Slaty-headed Parakeet,ku-gould:16053,Psittacula himalayana,Slaty-headed Parakeet,pinned,
VI,9,44,The Earl of Derby's Parrakeet,Paleornis Derbianus,yes,not_in_birdnet,,,none,,,ku-gould:16049,Psittacula derbiana,Lord Derby's Parakeet,left out (not in BirdNET),
VI,10,48,Malacca Parrakeet,Paleornis Malaccensis,yes,probable,Psittacula longicauda,,high,Psittacula longicauda,Long-tailed Parakeet,ku-gould:16045,Psittacula longicauda,Long-tailed Parakeet,pinned,
VI,11,52,Allied Parrakeet,Paleornis affinis,genus only,form,Psittacula eupatria,subspecies,low,Psittacula eupatria,Alexandrine Parakeet,ku-gould:16041,Psittacula longicauda,Long-tailed Parakeet,left out (form),the survey's form assignment; the Kansas catalogue reads Psittacula longicauda (Long-tailed Parakeet)
VI,12,56,Racket-tailed Parrot,Prioniturus setarius,yes,none,,,none,,,ku-gould:16037,Prioniturus platurus,Golden-mantled Racket-tai,left out (no modern name),
VI,13,60,Great Racket-tailed Parrot,Prioniturus flavicans,yes,none,,,none,,,ku-gould:16033,Prioniturus flavicans,Yellow-breasted Racket-tai,left out (no modern name),
VI,14,64,Philippine Racket-tailed Parrot,Prioniturus spatuliger,genus only,none,,,none,,,ku-gould:16029,Prioniturus platurus,Golden-mantled Racket-tai,left out (no modern name),
VI,15,68,Little Racket-tailed Parrot,Prioniturus discurus,yes,none,,,none,,,ku-gould:16025,Prioniturus discurus,Blue-crowned Racket-tail,left out (no modern name),
VI,16,72,Formosan Spotted Woodpecker,Picus insularis,yes,form,Dendrocopos major,subspecies,medium,Dendrocopos major,Great Spotted Woodpecker,ku-gould:16021,Dendrocopos leucotos insularis,White-backed Woodpecker,left out (form),
VI,17,76,Chinese Spotted Woodpecker,Picus Cabanisi,yes,form,Dendrocopos major,subspecies,medium,Dendrocopos major,Great Spotted Woodpecker,ku-gould:16017,Dendrocopos major cabanisi,Great Spotted Woodpecker,left out (form),
