volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
IV,96,,Black-backed Tree-Creeper,Climacteris melanotus,Climacteris picumnus,Brown Treecreeper,brotre2,eBird/Clements 2025,Q790587,2494126,B3CBAA5C4065C04F,Climacteris picumnus_Brown Treecreeper,,high,yes,melanotus Gould = N race of Brown Treecreeper,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,97,,Black-tailed Tree-Creeper,Climacteris melanura,Climacteris melanurus,Black-tailed Treecreeper,bkttre1,eBird/Clements 2025,Q1301745,2494122,49F0A05BDD25025F,,,high,yes,Black-tailed Treecreeper; not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,98,,White-throated Tree-Creeper,Climacteris picumnus,Cormobates leucophaea,White-throated Treecreeper,whttre3,eBird/Clements 2025,Q303172,2494108,5E624A97E3EC0F52,Cormobates leucophaea_White-throated Treecreeper,,high,yes,TRAP: Gould misapplied Climacteris picumnus to the White-throated Treecreeper; the binomial now names the Brown Treecreeper (IV.93),List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,99,,Spine-tailed Orthonyx,Orthonyx spinicaudus,Orthonyx temminckii,Australian Logrunner,soulog1,eBird/Clements 2025,Q901556,2490707,C6BB3E172440778A,Orthonyx temminckii_Australian Logrunner,,high,yes,spinicaudus = Australian Logrunner,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,100,,Rifle Bird,Ptiloris paradiseus,Ptiloris paradiseus,Paradise Riflebird,parrif1,eBird/Clements 2025,Q1194025,2494898,,Ptiloris paradiseus_Paradise Riflebird,,high,yes,Paradise Riflebird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,101,,Orange-winged Sittella,Sittella chrysoptera,Daphoenositta chrysoptera,Varied Sittella,varsit8,eBird/Clements 2025,Q1589525,2487489,99536A00380435B4,Daphoenositta chrysoptera_Varied Sittella,,high,yes,Varied Sittella (orange-winged form),List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,102,,White-headed Sittella,Sittella leucocephala,Daphoenositta chrysoptera,Varied Sittella,varsit8,eBird/Clements 2025,Q1589525,2487489,99536A00380435B4,Daphoenositta chrysoptera_Varied Sittella,,high,yes,leucocephala = race of Varied Sittella,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,103,,White-winged Sittella,Sittella leucoptera,Daphoenositta chrysoptera,Varied Sittella,varsit8,eBird/Clements 2025,Q1589525,2487489,99536A00380435B4,Daphoenositta chrysoptera_Varied Sittella,,high,yes,leucoptera = race of Varied Sittella,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,104,,Black-capped Sittella,Sittella pileata,Daphoenositta chrysoptera,Varied Sittella,varsit8,eBird/Clements 2025,Q1589525,2487489,99536A00380435B4,Daphoenositta chrysoptera_Varied Sittella,,high,yes,pileata = race of Varied Sittella,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,1,,Crested Cockatoo,Cacatua galerita,Cacatua galerita,Sulphur-crested Cockatoo,succoc,eBird/Clements 2025,Q207107,2479888,0F1858D522F4A06C,Cacatua galerita_Sulphur-crested Cockatoo,,high,yes,Sulphur-crested Cockatoo,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,2,,Leadbeater’s Cockatoo,Cacatua Leadbeateri,Cacatua leadbeateri,Pink Cockatoo,pincoc1,eBird/Clements 2025,Q644135,2479878,E39FD99C0B686D68,Lophochroa leadbeateri_Pink Cockatoo,,high,yes,Pink (Major Mitchell's) Cockatoo,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,3,,Blood-stained Cockatoo,Cacatua sanguinea,Cacatua sanguinea,Little Corella,litcor2,eBird/Clements 2025,Q748939,2479871,5F5EBCF50911EF52,Cacatua sanguinea_Little Corella,,high,yes,Little Corella,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,4,,Rose-breasted Cockatoo,Cacatua Eos,Eolophus roseicapilla,Galah,galah,eBird/Clements 2025,Q1253755,2479598,155F5285693BF58B,Eolophus roseicapilla_Galah,,high,yes,Cacatua eos = Galah,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,5,,Long-billed Cockatoo,Licmetis nasicus,Cacatua tenuirostris,Long-billed Corella,lobcor1,eBird/Clements 2025,Q845964,2479899,F2A2FB6A910FE3C8,Cacatua tenuirostris_Long-billed Corella,,high,yes,Licmetis nasicus = Long-billed Corella,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,6,,Philip Island Parrot,Nestor productus,Nestor productus,Norfolk Island Kaka,noikak1,eBird/Clements 2025,Q379051,2479592,,,,high,yes,Norfolk Kaka (extinct); not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,7,,Banksian Cockatoo,Calyptorhynchus Banksii,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,rtbcoc1,eBird/Clements 2025,Q638242,2480108,122372C72FAA08FC,Calyptorhynchus banksii_Red-tailed Black-Cockatoo,,high,yes,Red-tailed Black-Cockatoo,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,8,,Great-billed Black Cockatoo,Calyptorhynchus macrorhynchus,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,rtbcoc1,eBird/Clements 2025,Q638242,2480108,122372C72FAA08FC,Calyptorhynchus banksii_Red-tailed Black-Cockatoo,,high,yes,macrorhynchus = N race of Red-tailed Black-Cockatoo,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,9,,Western Black Cockatoo,Calyptorhynchus naso,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,rtbcoc1,eBird/Clements 2025,Q638242,2480108,122372C72FAA08FC,Calyptorhynchus banksii_Red-tailed Black-Cockatoo,,high,yes,naso = SW forest race of Red-tailed Black-Cockatoo,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,10,,Leach’s Cockatoo,Calyptorhynchus Leachii,Calyptorhynchus lathami,Glossy Black-Cockatoo,glbcoc1,eBird/Clements 2025,Q790668,2480104,D090A8A4A7716960,Calyptorhynchus lathami_Glossy Black-Cockatoo,,medium,yes,leachii Kuhl as Gould used it = Glossy Black-Cockatoo; Kuhl's name has also been read as Red-tailed,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,11,,Funereal Cockatoo,Calyptorhynchus funereus,Zanda funerea,Yellow-tailed Black-Cockatoo,ytbcoc1,eBird/Clements 2025,Q838932,2480115,,Calyptorhynchus funereus_Yellow-tailed Black-Cockatoo,,high,yes,Yellow-tailed Black-Cockatoo,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,12,,Yellow-eared Black Cockatoo,Calyptorhynchus xanthonotus,Zanda funerea,Yellow-tailed Black-Cockatoo,ytbcoc1,eBird/Clements 2025,Q838932,2480115,,Calyptorhynchus funereus_Yellow-tailed Black-Cockatoo,,high,yes,xanthonotus = Tasmanian/S race of Yellow-tailed Black-Cockatoo,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,13,,Baudin’s Cockatoo,Calyptorhynchus Baudinii,Zanda baudinii,Baudin's Black-Cockatoo,whtblc1,eBird/Clements 2025,Q587489,2480120,,,,medium,yes,"Baudin's Black-Cockatoo by name, not in BirdNET; Carnaby's (C. latirostris, in BirdNET) was then unnamed and could be the bird figured",List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,14,,Gang-gang Cockatoo,Callocephalon galeatum,Callocephalon fimbriatum,Gang-gang Cockatoo,gagcoc1,eBird/Clements 2025,Q748861,2480030,49394DD2D0DE2E08,Callocephalon fimbriatum_Gang-gang Cockatoo,,high,yes,galeatum = Gang-gang Cockatoo,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,15,,Barraband’s Parrakeet,Polytelis Barrabandi,Polytelis swainsonii,Superb Parrot,suppar1,eBird/Clements 2025,Q934542,2479501,CF255B3FAD4D1F4E,Polytelis swainsonii_Superb Parrot,,high,yes,barrabandi = Superb Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,16,,Black-tailed Parrakeet,Polytelis melanura,Polytelis anthopeplus,Regent Parrot,regpar1,eBird/Clements 2025,Q550091,2479498,6F2B75C016D260D1,Polytelis anthopeplus_Regent Parrot,,high,yes,melanura = Regent Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,17,,King Lory,Aprosmictus scapulatus,Alisterus scapularis,Australian King-Parrot,aukpar1,eBird/Clements 2025,Q114477,2479925,29DB03099675080B,Alisterus scapularis_Australian King-Parrot,,high,yes,Aprosmictus scapulatus = Australian King-Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,18,,Red-winged Lory,Aprosmictus erythropterus,Aprosmictus erythropterus,Red-winged Parrot,rewpar1,eBird/Clements 2025,Q934646,2479862,BB1F4BB83322CED8,Aprosmictus erythropterus_Red-winged Parrot,,high,yes,Red-winged Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,19,,Yellow-collared Parrakeet,Platycercus semitorquatus,Barnardius zonarius,Australian Ringneck,polpar1,eBird/Clements 2025,Q913626,2479720,821BF2D70FF94B3E,Barnardius zonarius_Australian Ringneck,,high,yes,semitorquatus = Twenty-eight race of Australian Ringneck,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,20,,Bauer’s Parrakeet,Platycercus Baueri,Barnardius zonarius,Australian Ringneck,polpar1,eBird/Clements 2025,Q913626,2479720,821BF2D70FF94B3E,Barnardius zonarius_Australian Ringneck,,high,yes,baueri = nominate Port Lincoln race of Australian Ringneck,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,21,,Barnard’s Parrakeet,Platycercus Barnardi,Barnardius zonarius,Australian Ringneck,polpar1,eBird/Clements 2025,Q913626,2479720,821BF2D70FF94B3E,Barnardius zonarius_Australian Ringneck,,high,yes,barnardi = Mallee Ringneck race,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,22,,Adelaide Parrakeet,Platycercus Adelaidiae,Platycercus elegans,Crimson Rosella,criros2,eBird/Clements 2025,Q53731,2479311,AC26C1C1,Platycercus elegans_Crimson Rosella,,high,yes,adelaidae = Adelaide race of Crimson Rosella,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,23,,Pennant’s Parrakeet,Platycercus Pennantii,Platycercus elegans,Crimson Rosella,criros2,eBird/Clements 2025,Q53731,2479311,AC26C1C1,Platycercus elegans_Crimson Rosella,,high,yes,pennantii = Crimson Rosella,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,24,,Yellow-bellied Parrakeet,Platycercus flaviventris,Platycercus caledonicus,Green Rosella,greros2,eBird/Clements 2025,Q1259396,2479326,DCC3878A15ADD08A,Platycercus caledonicus_Green Rosella,,high,yes,flaviventris = Green Rosella,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,25,,Yellow-rumped Parrakeet,Platycercus flaveolus,Platycercus elegans,Crimson Rosella,criros2,eBird/Clements 2025,Q53731,2479311,AC26C1C1,Platycercus elegans_Crimson Rosella,,high,yes,flaveolus = Yellow Rosella race of Crimson Rosella,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,26,,Pale-headed Parrakeet,Platycercus palliceps,Platycercus adscitus,Pale-headed Rosella,pahros1,eBird/Clements 2025,Q882015,2479308,CEF31CF5531DE186,Platycercus adscitus_Pale-headed Rosella,,high,yes,palliceps = Pale-headed Rosella,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,27,,Rose-hill Parrakeet,Platycercus eximius,Platycercus eximius,Eastern Rosella,easros1,eBird/Clements 2025,Q827866,2479329,69F0C9FFDEF57EA2,Platycercus eximius_Eastern Rosella,,high,yes,Eastern Rosella,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,28,,Splendid Parrakeet,Platycercus splendidus,Platycercus eximius,Eastern Rosella,easros1,eBird/Clements 2025,Q827866,2479329,69F0C9FFDEF57EA2,Platycercus eximius_Eastern Rosella,,medium,yes,splendidus Gould = golden-mantled Eastern Rosella (elecica),List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,29,,The Earl of Derby’s Parrakeet,Platycercus icterotis,Platycercus icterotis,Western Rosella,wesros1,eBird/Clements 2025,Q1261450,2479320,D514DE803714B1E2,,,high,yes,Western Rosella; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,30,,Fiery Parrakeet,Platycercus ignitus,,,,,,,,,,low,yes,ignitus Leadbeater: a single aberrant/hybrid rosella (Eastern x Pale-headed?); no species can be named,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,31,,Brown’s Parrakeet,Platycercus Brownii,Platycercus venustus,Northern Rosella,norros1,eBird/Clements 2025,Q991297,2479323,4BEAE23B635A35FB,,,high,yes,brownii = Northern Rosella; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,32,,Red-capped Parrakeet,Platycercus pileatus,Purpureicephalus spurius,Red-capped Parrot,recpar1,eBird/Clements 2025,Q1272788,2479363,,Purpureicephalus spurius_Red-capped Parrot,,high,yes,pileatus = Red-capped Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,33,,Crimson-bellied Parrakeet,Psephotus haematogaster,Northiella haematogaster,Greater Bluebonnet,bluebo1,eBird/Clements 2025,Q886498,2479053,15C4E8FA63797769,Northiella haematogaster_Greater Bluebonnet,,high,yes,Bluebonnet,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,34,,Beautiful Parrakeet,Psephotus pulcherrimus,Psephotellus pulcherrimus,Paradise Parrot,parpar2,eBird/Clements 2025,Q932059,2480087,,,,high,yes,Paradise Parrot (extinct); not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,35,,Many-coloured Parrakeet,Psephotus multicolor,Psephotellus varius,Mulga Parrot,mulpar1,eBird/Clements 2025,Q666650,2480086,,Psephotus varius_Mulga Parrot,,high,yes,multicolor = Mulga Parrot; BirdNET files it as Psephotus varius,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,36,,Red-backed Parrakeet,Psephotus haematonotus,Psephotus haematonotus,Red-rumped Parrot,rerpar1,eBird/Clements 2025,Q927398,2480089,D50BD34B79DBEFB6,Psephotus haematonotus_Red-rumped Parrot,,high,yes,Red-rumped Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,37,,Blue-banded Grass-Parrakeet,Euphema chrysostoma,Neophema chrysostoma,Blue-winged Parrot,blwpar3,eBird/Clements 2025,Q238835,2479513,DEEC38A7C41B6557,,,high,yes,Blue-winged Parrot; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,38,,Elegant Grass-Parrakeet,Euphema elegans,Neophema elegans,Elegant Parrot,elepar1,eBird/Clements 2025,Q570795,2479505,9E8F1FEBED37C891,,,high,yes,Elegant Parrot; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,39,,Orange-bellied Grass-Parrakeet,Euphema aurantia,Neophema chrysogaster,Orange-bellied Parrot,orbpar1,eBird/Clements 2025,Q1071681,2479508,7FB356E8E21E5294,,,high,yes,aurantia = Orange-bellied Parrot; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,40,,Rock Grass-Parrakeet,Euphema petrophila,Neophema petrophila,Rock Parrot,rocpar1,eBird/Clements 2025,Q1125779,2479510,,,,high,yes,Rock Parrot; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,41,,Chestnut-shouldered Grass-Parrakeet,Euphema pulchella,Neophema pulchella,Turquoise Parrot,turpar1,eBird/Clements 2025,Q1048869,2479509,6F2C5E7BA095D493,Neophema pulchella_Turquoise Parrot,,high,yes,Turquoise Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,42,,Splendid Grass-Parrakeet,Euphema splendida,Neophema splendida,Scarlet-chested Parrot,sccpar1,eBird/Clements 2025,Q1048794,2479504,E26391B5DD649160,,,high,yes,Scarlet-chested Parrot; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,43,,Bourke’s Grass-Parrakeet,Euphema Bourkii,Neopsephotus bourkii,Bourke's Parrot,boupar2,eBird/Clements 2025,Q848617,2479795,3CB1B8E8367125DD,,,high,yes,Bourke's Parrot; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,44,,Warbling Grass-Parrakeet,Melopsittacus undulatus,Melopsittacus undulatus,Budgerigar,budger,eBird/Clements 2025,Q121221,2479798,D17D101A132D3FB2,Melopsittacus undulatus_Budgerigar,,high,yes,Budgerigar,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,45,,Cockatoo Parrakeet,Nymphicus Novae-Hollandiae,Nymphicus hollandicus,Cockatiel,cockat,eBird/Clements 2025,Q514809,2479977,FDAEA60A5681B51F,Nymphicus hollandicus_Cockatiel,,high,yes,Cockatiel,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,46,,Ground Parrakeet,Pezoporus formosus,Pezoporus wallicus,Ground Parrot,gropar1,eBird/Clements 2025,Q889662,2479462,89FD19C81FD8A8B3,Pezoporus wallicus_Ground Parrot,,high,yes,formosus = Eastern Ground Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,47,,Swift Lorikeet,Lathamus discolor,Lathamus discolor,Swift Parrot,swipar1,eBird/Clements 2025,Q1260561,2480052,F5E8A0CEB4D2CC74,Lathamus discolor_Swift Parrot,,high,yes,Swift Parrot,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,48,,Swainson's Lorikeet,Trichoglossus Swainsonii,Trichoglossus moluccanus,Rainbow Lorikeet,railor5,eBird/Clements 2025,Q40680558,6170530,,Trichoglossus moluccanus_Rainbow Lorikeet,,high,yes,swainsonii = Rainbow Lorikeet (BirdNET splits moluccanus from Coconut),List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,49,,Red-collared Lorikeet,Trichoglossus rubritorquis,Trichoglossus rubritorquis,Red-collared Lorikeet,railor7,eBird/Clements 2025,Q1049668,2479674,71B42AA4700B7699,Trichoglossus rubritorquis_Red-collared Lorikeet,,high,yes,Red-collared Lorikeet,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,50,,Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet,scblor1,eBird/Clements 2025,Q258168,2479704,4B0E14DBE6160C12,Trichoglossus chlorolepidotus_Scaly-breasted Lorikeet,,high,yes,Scaly-breasted Lorikeet,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,51,,Varied Lorikeet,Trichoglossus versicolor,Psitteuteles versicolor,Varied Lorikeet,varlor1,eBird/Clements 2025,Q999627,2479459,C18EB75EA7BE424E,,,high,yes,Varied Lorikeet; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,52,,Musky Lorikeet,Trichoglossus concinnus,Trichoglossus concinnus,Musk Lorikeet,muslor1,eBird/Clements 2025,Q608087,2480170,BE39F927CF635A20,Glossopsitta concinna_Musk Lorikeet,,high,yes,Musk Lorikeet,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,53,,Porphyry-crowned Lorikeet,Trichoglossus porphyrocephalus,Psitteuteles porphyrocephalus,Purple-crowned Lorikeet,puclor1,eBird/Clements 2025,Q785007,2480169,9689E669087D0A7E,Parvipsitta porphyrocephala_Purple-crowned Lorikeet,,high,yes,Purple-crowned Lorikeet,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,54,,Little Lorikeet,Trichoglossus pusillus,Psitteuteles pusillus,Little Lorikeet,litlor1,eBird/Clements 2025,Q244259,2480168,,Parvipsitta pusilla_Little Lorikeet,,high,yes,Little Lorikeet,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,55,,Swainson’s Fruit Pigeon,Ptilinopus Swainsonii,Ptilinopus regina,Rose-crowned Fruit-Dove,rcfdov1,eBird/Clements 2025,Q1585789,2495614,3EC888E41BA5036B,Ptilinopus regina_Rose-crowned Fruit-Dove,,high,yes,swainsonii = Rose-crowned Fruit-Dove,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,56,,Ewing’s Fruit Pigeon,Ptilinopus Ewingii,Ptilinopus regina,Rose-crowned Fruit-Dove,rcfdov1,eBird/Clements 2025,Q1585789,2495614,3EC888E41BA5036B,Ptilinopus regina_Rose-crowned Fruit-Dove,,high,yes,ewingii = NW race of Rose-crowned Fruit-Dove,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,57,,Superb Fruit Pigeon,Ptilinopus superbus,Ptilinopus superbus,Superb Fruit-Dove,sufdov1,eBird/Clements 2025,Q277782,2495594,D3E75FB4A99AAFFA,Ptilinopus superbus_Superb Fruit-Dove,,high,yes,Superb Fruit-Dove,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,58,,Magnificent Fruit Pigeon,Carpophaga magnifica,Megaloprepia magnifica,Wompoo Fruit-Dove,wofdov1,eBird/Clements 2025,Q239801,2495643,1A279952CBA4F77E,Ptilinopus magnificus_Wompoo Fruit-Dove,,high,yes,Carpophaga magnifica = Wompoo Fruit-Dove,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,59,,White-headed Fruit Pigeon,Carpophaga leucomela,Columba leucomela,White-headed Pigeon,whhpig1,eBird/Clements 2025,Q937794,5231823,8F3CF81A2314DA00,,,high,yes,White-headed Pigeon; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,60,,Torres Strait Fruit Pigeon,Carpophaga luctuosa,Ducula spilorrhoa,Torresian Imperial-Pigeon,torimp1,eBird/Clements 2025,,,,Ducula spilorrhoa_Torresian Imperial-Pigeon,,high,yes,TRAP: Gould's 'Carpophaga luctuosa' is the Torresian Imperial-Pigeon; Temminck's luctuosa is the Sulawesi White Imperial-Pigeon,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,61,,Top-Knot Pigeon,Lopholaimus Antarcticus,Lopholaimus antarcticus,Topknot Pigeon,toppig1,eBird/Clements 2025,Q1071722,5231890,B6416BD3BA80E1F6,,,high,yes,Topknot Pigeon; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,62,,Little Green Pigeon,Chalcophaps chrysochlora,Chalcophaps longirostris,Pacific Emerald Dove,emedov3,eBird/Clements 2025,Q2984173,6101221,826A97427363A854,Chalcophaps longirostris_Pacific Emerald Dove,,high,yes,chrysochlora = Pacific Emerald Dove,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,63,,Wonga-wonga Pigeon,Leucosarcia picata,Leucosarcia melanoleuca,Wonga Pigeon,wonpig1,eBird/Clements 2025,Q221071,2495910,E91C72D9D9D189FB,Leucosarcia melanoleuca_Wonga Pigeon,,high,yes,picata = Wonga Pigeon,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,64,,Bronze-winged Pigeon,Peristera chalcoptera,Phaps chalcoptera,Common Bronzewing,combro1,eBird/Clements 2025,Q928398,2495195,8D30DDA6F6A6FD09,Phaps chalcoptera_Common Bronzewing,,high,yes,Common Bronzewing,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,65,,Brush Bronze-winged Pigeon,Peristera elegans,Phaps elegans,Brush Bronzewing,brubro1,eBird/Clements 2025,Q913892,2495197,020BE54687C5615A,Phaps elegans_Brush Bronzewing,,high,yes,Brush Bronzewing,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,66,,Harlequin Bronzewing,Peristera histrionica,Phaps histrionica,Flock Bronzewing,flobro1,eBird/Clements 2025,Q1268584,2495196,9560088EEECABE8B,,,high,yes,Flock Bronzewing; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,67,,Partridge Bronze-wing,Geophaps scripta,Geophaps scripta,Squatter Pigeon,squpig1,eBird/Clements 2025,Q998864,2495391,AD62DDA506EC1318,,,high,yes,Squatter Pigeon; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,68,,Smith’s Partridge Bronze-wing,Geophaps Smithii,Geophaps smithii,Partridge Pigeon,parpig1,eBird/Clements 2025,Q1247251,2495400,888803D1B09825A2,,,high,yes,Partridge Pigeon; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
